sex,birth,education,grade,income,pa_mar,edu_fa,edu_ma,have_c,conway,sleep,pa_use,trouble,self_diag,f1,f2,f3,f4,f5,f6,f7,scr,fac,lon,eff,d
1,1987,3,3,1,1,9,5,1,1,2,1,3,1,39.73,43.8,40.26,42.7,39.81,47.41,39.78,41,40,27,62,4.07
1,1986,3,4,5,1,1,1,1,1,3,1,5,3,78.67,62.21,50.76,59.55,64.81,54.5,61.46,30,75,34,41,-16.46
2,1989,2,3,1,1,5,5,1,6,3,4,3,2,43.83,43.8,42.89,42.7,42.94,43.87,42.88,37,46,29,63,-0.03
1,1986,3,3,4,1,2,1,1,1,3,4,3,3,58.18,49.94,37.64,42.7,39.81,58.05,64.55,31,54,47,66,-8.24
1,1987,3,2,1,1,5,5,1,1,3,3,5,2,39.73,56.07,58.64,51.12,42.94,50.96,45.98,28,57,50,62,16.34
2,1987,3,1,2,1,5,1,1,1,3,2,4,3,45.88,43.8,50.76,53.93,61.69,54.5,42.88,22,62,51,41,-2.08
2,1988,2,3,3,5,5,5,1,1,3,4,4,1,47.93,49.94,56.01,45.51,61.69,50.96,42.88,27,53,28,55,2.01
2,1987,3,2,5,1,9,9,1,3,3,4,3,2,43.83,43.8,37.64,37.08,46.06,43.87,39.78,28,45,44,59,-0.03
2,1989,2,1,6,1,9,5,1,1,3,3,4,1,45.88,43.8,37.64,42.7,49.19,54.5,52.17,33,43,38,67,-2.08
2,1987,2,3,2,1,5,5,1,1,3,2,3,3,52.03,49.94,45.51,48.31,49.19,54.5,52.17,29,62,44,45,-2.09
1,1988,2,3,4,1,5,5,1,6,3,4,3,2,39.73,43.8,42.89,39.89,46.06,47.41,45.98,28,50,45,56,4.07
2,1987,2,2,1,3,5,3,1,2,3,2,3,3,45.88,43.8,42.89,48.31,49.19,43.87,42.88,28,36,49,67,-2.08
1,1986,3,3,3,1,9,3,1,1,2,4,4,1,39.73,43.8,45.51,37.08,49.19,43.87,39.78,35,53,50,51,4.07
1,1986,3,1,2,1,3,5,1,2,2,3,4,2,58.18,49.94,53.39,51.12,42.94,54.5,49.07,31,48,32,69,-8.24
1,1987,2,4,2,1,7,5,1,3,2,3,3,2,54.08,43.8,50.76,53.93,49.19,58.05,61.46,27,56,50,57,-10.28
1,1987,2,5,4,1,5,5,1,1,3,1,4,2,49.98,56.07,48.14,39.89,52.31,61.6,49.07,29,54,39,63,6.09
1,1985,3,3,4,1,5,5,1,1,3,1,3,2,45.88,43.8,45.51,45.51,46.06,50.96,52.17,27,58,47,52,-2.08
1,1987,2,3,2,1,5,5,1,1,3,4,3,2,41.78,43.8,58.64,48.31,61.69,47.41,52.17,30,50,38,53,2.02
2,1985,3,3,3,1,5,3,1,1,3,4,3,2,39.73,43.8,45.51,45.51,39.81,43.87,52.17,32,51,31,60,4.07
1,1988,2,3,2,1,3,3,1,3,3,4,3,1,39.73,43.8,40.26,42.7,42.94,47.41,42.88,27,41,36,58,4.07
1,1989,2,3,3,1,9,5,1,1,3,2,3,3,45.88,43.8,48.14,42.7,61.69,47.41,49.07,36,50,41,60,-2.08
1,1985,3,4,3,1,5,5,1,1,2,4,3,2,66.37,49.94,63.88,62.36,42.94,68.69,58.36,20,56,50,61,-16.43
1,1987,2,4,4,1,5,3,1,1,3,4,3,3,90.96,99.02,82.26,70.79,83.56,100.6,73.84,29,62,50,69,8.06
1,1987,2,3,4,1,7,5,1,3,3,3,5,2,39.73,43.8,50.76,45.51,36.69,43.87,33.59,32,43,20,77,4.07
1,1984,3,3,4,1,9,5,1,1,2,2,1,2,45.88,43.8,37.64,39.89,36.69,43.87,39.78,26,53,50,51,-2.08
2,1989,2,2,2,1,5,5,1,1,4,2,3,2,64.32,43.8,48.14,48.31,49.19,40.32,52.17,27,55,50,65,-20.52
1,1989,2,2,4,1,5,5,1,1,3,3,1,4,72.52,49.94,61.26,53.93,49.19,75.78,73.84,27,70,50,38,-22.58
1,1988,2,4,1,3,5,5,1,1,3,2,2,3,60.23,43.8,69.13,62.36,52.31,65.14,67.65,33,50,45,58,-16.43
2,1984,3,4,3,1,9,5,1,1,2,2,3,3,47.93,43.8,48.14,59.55,49.19,43.87,49.07,27,56,37,52,-4.13
2,1988,2,2,4,1,5,5,1,1,2,1,1,2,64.32,43.8,42.89,53.93,46.06,50.96,52.17,31,55,33,64,-20.52
2,1987,2,1,4,1,11,9,1,1,4,1,4,2,49.98,43.8,42.89,51.12,46.06,47.41,42.88,35,48,34,69,-6.18
1,1988,2,2,2,1,5,5,1,1,3,2,5,1,41.78,43.8,42.89,37.08,55.44,43.87,42.88,27,51,23,65,2.02
1,1988,2,4,2,1,1,1,1,1,4,3,3,3,47.93,43.8,69.13,59.55,46.06,47.41,58.36,30,43,37,43,-4.13
2,1987,2,2,2,1,5,5,1,1,3,1,5,3,54.08,43.8,66.51,59.55,74.19,58.05,58.36,28,64,55,51,-10.28
1,1988,2,2,3,1,9,9,1,1,2,1,3,1,47.93,49.94,42.89,42.7,49.19,50.96,49.07,31,37,24,78,2.01
2,1995,3,3,2,3,1,2,1,1,2,4,4,2,56.13,43.8,45.51,42.7,55.44,50.96,49.07,32,47,48,51,-12.33
1,1987,2,3,4,1,5,5,1,1,3,4,3,2,66.37,43.8,50.76,45.51,49.19,40.32,52.17,20,46,53,50,-22.57
1,1989,2,4,2,3,5,5,1,2,4,1,1,3,84.82,68.34,71.76,56.74,52.31,82.87,67.65,24,55,48,57,-16.48
1,1986,3,3,2,1,5,5,1,1,4,4,2,3,82.77,43.8,45.51,39.89,58.56,61.6,39.78,19,45,79,46,-38.97
2,1989,2,1,1,1,8,5,1,1,1,1,4,1,35.64,43.8,40.26,45.51,39.81,40.32,39.78,33,47,27,77,8.16
1,1988,2,3,4,1,5,5,1,1,4,2,3,3,54.08,62.21,42.89,56.74,71.06,40.32,39.78,36,49,26,57,8.13
2,1984,3,2,2,1,5,3,1,1,3,2,3,2,64.32,49.94,56.01,51.12,61.69,47.41,67.65,38,55,34,61,-14.38
2,1988,2,4,2,1,5,5,1,1,3,1,4,2,39.73,43.8,56.01,48.31,49.19,40.32,45.98,32,43,28,65,4.07
2,1988,2,5,5,4,3,5,1,6,4,4,5,1,72.52,99.02,84.88,76.4,83.56,93.51,80.03,29,62,50,69,26.5
1,1987,2,4,1,1,7,5,1,6,2,1,2,2,56.13,62.21,53.39,59.55,52.31,61.6,58.36,27,56,50,57,6.08
2,1986,3,4,2,1,5,5,1,1,2,1,2,4,72.52,62.21,77.01,56.74,77.31,61.6,64.55,30,78,46,35,-10.31
1,1987,2,3,1,2,7,5,1,3,2,2,3,1,54.08,43.8,40.26,67.98,46.06,50.96,36.69,22,44,52,67,-10.28
1,1987,2,2,3,1,5,5,1,1,3,3,4,2,47.93,56.07,45.51,62.36,58.56,54.5,55.26,25,55,51,59,8.14
1,1989,2,4,1,2,1,1,1,1,4,4,3,3,39.73,43.8,53.39,37.08,64.81,43.87,58.36,32,53,44,51,4.07
2,1987,2,4,3,1,5,5,1,1,4,4,2,3,60.23,43.8,79.63,53.93,64.81,50.96,52.17,37,46,27,49,-16.43
2,1986,3,4,1,1,5,5,1,1,2,4,4,3,72.52,86.75,77.01,84.83,58.56,75.78,70.74,34,60,40,54,14.23
1,1989,2,2,4,1,5,5,1,1,3,2,3,2,45.88,43.8,56.01,39.89,49.19,50.96,52.17,26,61,54,57,-2.08
2,1987,2,2,3,1,5,5,1,1,2,1,4,2,43.83,43.8,40.26,42.7,39.81,40.32,36.69,30,59,41,55,-0.03
1,1987,2,3,4,1,10,9,1,1,3,1,5,3,54.08,56.07,45.51,48.31,46.06,47.41,49.07,40,52,25,84,1.99
1,1986,3,4,2,4,3,3,1,1,2,2,1,3,66.37,43.8,53.39,53.93,71.06,58.05,61.46,25,44,41,57,-22.57
1,1986,3,4,3,1,7,3,1,1,2,2,3,3,68.42,43.8,63.88,53.93,64.81,54.5,70.74,22,50,49,64,-24.62
1,1988,2,2,2,1,5,9,1,3,3,2,2,2,47.93,49.94,71.76,51.12,55.44,43.87,42.88,25,42,40,71,2.01
2,1987,2,3,1,2,6,7,1,1,4,1,4,2,35.64,49.94,40.26,45.51,36.69,40.32,36.69,26,53,51,51,14.3
2,1985,3,3,3,5,1,5,1,2,3,4,3,3,47.93,43.8,45.51,51.12,49.19,47.41,49.07,34,47,33,65,-4.13
1,1985,3,4,6,1,5,5,1,1,2,3,2,3,66.37,43.8,42.89,56.74,52.31,58.05,61.46,29,61,40,55,-22.57
1,1988,2,1,4,1,5,5,1,1,2,1,4,1,35.64,43.8,40.26,39.89,46.06,43.87,36.69,44,35,22,84,8.16
1,1987,2,1,3,1,9,9,1,2,3,2,4,2,56.13,62.21,84.88,79.21,58.56,75.78,70.74,23,62,54,53,6.08
1,1987,2,2,2,1,9,9,1,2,3,1,5,2,47.93,49.94,56.01,45.51,46.06,43.87,42.88,38,42,26,82,2.01
1,1988,2,3,2,1,9,5,1,1,3,1,3,1,45.88,43.8,48.14,42.7,46.06,50.96,45.98,28,52,46,57,-2.08
1,1986,3,4,2,1,3,1,1,2,3,2,3,3,43.83,43.8,40.26,39.89,42.94,50.96,42.88,31,46,29,57,-0.03
1,1988,2,2,2,1,5,3,1,3,4,1,1,3,78.67,56.07,56.01,56.74,71.06,65.14,61.46,33,41,41,61,-22.6
2,1989,2,3,3,1,5,5,1,1,3,1,3,2,58.18,56.07,53.39,53.93,52.31,65.14,49.07,27,59,50,63,-2.11
2,1988,2,5,2,1,5,3,1,6,3,1,5,1,58.18,56.07,63.88,48.31,80.44,58.05,39.78,18,69,71,29,-2.11
2,1988,2,3,4,1,9,5,1,1,3,3,3,1,43.83,49.94,45.51,37.08,42.94,40.32,61.46,29,44,21,67,6.11
2,1987,2,2,2,1,5,5,1,1,3,1,3,3,56.13,43.8,45.51,45.51,49.19,58.05,61.46,30,50,33,57,-12.33
2,1989,2,3,3,1,5,3,1,2,2,4,3,4,60.23,92.88,66.51,56.74,61.69,61.6,58.36,28,83,46,44,32.65
2,1986,3,4,3,1,5,5,1,3,3,1,3,3,70.47,56.07,63.88,59.55,52.31,58.05,58.36,32,69,28,54,-14.4
1,1990,2,3,2,1,4,4,1,2,2,1,3,3,66.37,43.8,45.51,73.6,52.31,47.41,55.26,36,57,25,66,-22.57
2,1985,3,1,2,1,3,1,1,2,2,4,4,2,43.83,43.8,40.26,39.89,49.19,50.96,45.98,31,45,40,68,-0.03
2,1987,2,1,3,1,9,5,1,1,2,2,3,2,52.03,43.8,45.51,53.93,46.06,58.05,45.98,33,51,26,70,-8.23
2,1988,2,5,1,1,5,5,1,4,3,3,4,2,39.73,43.8,45.51,45.51,39.81,43.87,42.88,33,43,45,60,4.07
2,1986,3,3,2,1,1,1,1,1,2,1,4,3,52.03,43.8,45.51,53.93,61.69,40.32,52.17,28,55,49,54,-8.23
1,1984,3,2,3,1,1,1,1,1,3,4,4,2,58.18,56.07,53.39,53.93,55.44,54.5,49.07,26,57,49,56,-2.11
1,1989,2,2,3,1,5,5,1,1,3,2,3,2,70.47,49.94,42.89,59.55,52.31,72.23,61.46,35,53,27,63,-20.53
1,1988,2,2,2,1,9,3,1,1,3,2,3,2,47.93,43.8,48.14,48.31,52.31,47.41,42.88,25,49,51,57,-4.13
2,1987,2,3,2,1,5,5,1,1,3,4,3,1,80.72,62.21,53.39,62.36,67.94,82.87,61.46,22,60,50,62,-18.51
1,1987,2,3,2,4,9,5,1,1,3,3,3,3,58.18,43.8,42.89,56.74,55.44,61.6,58.36,30,51,29,57,-14.38
1,1987,2,1,2,1,5,5,1,2,2,2,3,1,39.73,43.8,50.76,39.89,42.94,43.87,42.88,34,45,32,70,4.07
1,1988,2,3,2,2,5,5,1,1,2,4,5,3,70.47,43.8,69.13,62.36,74.19,43.87,55.26,40,36,33,71,-26.67
1,1988,2,3,4,1,9,5,1,2,3,3,1,1,56.13,43.8,50.76,42.7,52.31,40.32,45.98,37,45,35,70,-12.33
1,1990,2,2,3,1,7,7,1,1,3,2,5,2,35.64,43.8,53.39,39.89,55.44,43.87,33.59,34,52,35,67,8.16
1,1986,3,4,2,1,3,3,1,2,4,4,3,2,54.08,43.8,42.89,48.31,58.56,47.41,45.98,29,44,36,60,-10.28
2,1987,3,3,3,1,5,5,1,1,3,4,3,3,49.98,43.8,45.51,48.31,39.81,47.41,42.88,39,57,24,45,-6.18
1,1986,3,2,2,1,5,5,1,2,2,2,1,4,58.18,56.07,66.51,67.98,64.81,58.05,67.65,25,57,56,64,-2.11
2,1985,3,2,3,1,1,3,1,1,2,3,4,1,45.88,43.8,53.39,45.51,42.94,43.87,45.98,28,44,50,62,-2.08
1,1988,2,3,4,1,5,5,1,1,3,1,3,3,58.18,49.94,69.13,62.36,46.06,54.5,61.46,25,63,46,43,-8.24
1,1985,3,3,2,1,1,1,1,2,3,4,3,2,47.93,43.8,48.14,42.7,58.56,58.05,55.26,29,51,58,65,-4.13
1,1987,2,4,1,1,5,5,1,1,3,1,3,2,43.83,43.8,40.26,51.12,39.81,40.32,42.88,35,57,31,66,-0.03
2,1986,3,2,2,1,5,5,1,1,3,1,3,3,45.88,49.94,40.26,51.12,42.94,65.14,45.98,34,58,32,61,4.06
1,1987,2,3,6,1,5,5,1,2,2,1,3,3,54.08,49.94,48.14,62.36,64.81,54.5,49.07,28,64,25,55,-4.14
1,1987,2,2,5,1,9,5,1,1,3,2,4,2,49.98,43.8,40.26,56.74,39.81,50.96,52.17,26,35,49,57,-6.18
1,1987,2,5,2,3,2,5,1,3,1,4,2,4,78.67,74.48,79.63,82.02,77.31,65.14,73.84,30,59,49,48,-4.19
2,1998,2,4,3,1,2,5,1,1,3,2,3,4,49.98,43.8,42.89,53.93,46.06,50.96,55.26,32,67,28,48,-6.18
2,1989,2,2,2,1,5,5,1,1,3,4,3,2,54.08,56.07,53.39,48.31,39.81,65.14,55.26,28,60,32,57,1.99
2,1989,2,3,3,1,9,9,1,1,2,1,1,1,43.83,43.8,40.26,45.51,42.94,43.87,42.88,40,39,26,82,-0.03
2,1989,2,4,2,1,2,3,1,1,4,4,4,3,39.73,49.94,40.26,39.89,52.31,47.41,42.88,33,66,41,52,10.21
1,1987,2,3,3,2,5,5,1,4,3,4,4,3,66.37,49.94,50.76,70.79,46.06,54.5,70.74,31,61,37,62,-16.43
2,1985,3,3,4,1,5,5,1,1,2,3,3,3,54.08,43.8,50.76,67.98,58.56,50.96,61.46,32,50,42,58,-10.28
1,1986,3,3,2,1,5,5,1,1,2,3,1,1,41.78,68.34,42.89,48.31,49.19,47.41,49.07,24,55,49,51,26.56
1,1986,3,3,3,1,3,5,1,3,3,4,4,2,41.78,49.94,42.89,45.51,52.31,58.05,39.78,25,53,43,58,8.16
2,1986,3,4,1,1,5,5,1,1,4,2,3,4,78.67,43.8,79.63,76.4,77.31,65.14,73.84,32,67,55,35,-34.87
1,1989,2,2,1,1,11,9,1,1,2,1,4,1,39.73,43.8,45.51,39.89,55.44,43.87,45.98,26,53,50,51,4.07
2,1987,2,2,2,1,9,9,1,2,4,4,4,3,64.32,80.61,63.88,48.31,55.44,58.05,42.88,25,56,50,57,16.29
2,1987,2,3,4,1,3,5,1,1,3,1,4,4,70.47,56.07,71.76,79.21,67.94,50.96,76.93,28,64,41,46,-14.4
1,1987,2,1,3,1,5,5,1,3,1,1,3,2,35.64,43.8,37.64,37.08,39.81,40.32,36.69,41,30,29,90,8.16
1,1988,2,2,3,1,7,5,1,1,3,1,4,2,39.73,43.8,50.76,53.93,46.06,40.32,45.98,30,44,38,51,4.07
2,1986,3,2,3,1,5,4,1,1,3,4,4,3,52.03,49.94,42.89,53.93,39.81,47.41,52.17,27,56,48,59,-2.09
1,1988,2,2,5,1,5,5,1,1,3,1,3,3,47.93,43.8,53.39,45.51,46.06,50.96,55.26,26,40,21,91,-4.13
1,1985,3,3,6,1,5,5,1,1,3,1,3,2,43.83,43.8,50.76,51.12,71.06,43.87,49.07,36,37,24,72,-0.03
2,1989,2,3,4,1,5,5,1,1,3,2,2,3,72.52,43.8,40.26,59.55,39.81,47.41,67.65,31,58,36,55,-28.72
2,1985,3,4,1,1,2,5,1,4,2,2,3,2,49.98,43.8,74.38,59.55,58.56,47.41,55.26,39,37,35,65,-6.18
2,1986,3,2,1,1,5,3,1,2,2,1,3,3,58.18,49.94,69.13,62.36,55.44,65.14,49.07,29,62,48,61,-8.24
2,1985,3,3,2,2,5,5,1,4,3,2,4,1,35.64,43.8,37.64,39.89,36.69,43.87,36.69,26,53,50,51,8.16
1,1985,3,2,3,1,4,3,1,1,2,4,4,2,45.88,43.8,69.13,62.36,74.19,61.6,55.26,36,50,41,56,-2.08
1,1989,2,3,1,1,9,5,2,0,3,2,2,2,62.27,80.61,66.51,51.12,55.44,58.05,55.26,30,52,59,53,18.34
1,1987,2,3,2,1,5,5,1,3,3,2,2,3,58.18,43.8,74.38,67.98,83.56,65.14,58.36,38,53,35,47,-14.38
2,1987,2,3,2,1,5,5,1,1,2,1,4,2,49.98,56.07,48.14,42.7,49.19,72.23,42.88,29,63,34,49,6.09
2,1985,3,5,2,1,5,5,1,1,4,4,3,4,90.96,99.02,84.88,87.64,83.56,86.42,80.03,14,80,80,30,8.06
1,1987,2,2,2,1,5,1,2,0,2,4,5,1,35.64,43.8,50.76,39.89,46.06,61.6,33.59,26,57,67,51,8.16
1,1985,3,4,3,1,2,2,1,1,2,1,2,3,74.57,62.21,50.76,70.79,52.31,50.96,67.65,26,54,52,55,-12.36
2,1985,3,4,3,1,4,3,1,1,2,2,3,3,49.98,43.8,45.51,48.31,42.94,61.6,45.98,25,56,47,59,-6.18
1,1988,2,2,4,1,9,9,1,1,2,2,3,1,45.88,43.8,42.89,51.12,52.31,47.41,45.98,38,57,28,69,-2.08
1,1988,2,2,3,1,5,5,1,1,3,3,3,3,47.93,49.94,48.14,45.51,58.56,43.87,45.98,28,47,59,73,2.01
1,1986,3,3,2,1,1,5,1,1,2,4,3,2,43.83,43.8,40.26,39.89,49.19,43.87,36.69,26,41,41,66,-0.03
1,1986,3,4,1,2,5,5,1,1,1,4,3,2,60.23,43.8,40.26,62.36,42.94,61.6,55.26,29,47,56,64,-16.43
2,1985,3,5,5,1,9,5,1,1,3,2,3,3,58.18,62.21,56.01,53.93,55.44,72.23,52.17,31,66,50,62,4.03
1,1985,3,2,3,1,9,9,1,1,3,2,3,3,56.13,43.8,61.26,56.74,55.44,47.41,49.07,28,45,42,63,-12.33
2,1984,3,3,2,2,5,5,1,1,3,3,3,3,68.42,43.8,53.39,56.74,64.81,68.69,55.26,20,62,63,45,-24.62
2,1986,3,3,2,1,5,5,1,2,2,4,2,4,43.83,49.94,42.89,45.51,39.81,50.96,67.65,37,60,53,58,6.11
1,1986,3,4,3,1,8,5,1,3,1,3,5,3,56.13,56.07,50.76,67.98,58.56,47.41,61.46,29,49,48,66,-0.06
1,1986,3,5,2,1,5,5,1,1,2,4,3,2,60.23,56.07,53.39,48.31,55.44,68.69,64.55,17,82,71,31,-4.16
1,1986,3,4,2,1,1,1,1,1,2,4,4,2,54.08,49.94,42.89,45.51,36.69,47.41,58.36,38,41,25,80,-4.14
1,1988,2,4,6,1,7,5,1,3,4,2,4,1,35.64,43.8,37.64,42.7,39.81,47.41,39.78,26,53,50,51,8.16
1,1984,3,3,3,1,5,5,1,1,3,2,2,3,49.98,74.48,58.64,51.12,58.56,58.05,58.36,27,56,50,59,24.5
2,1990,2,3,3,1,5,5,1,1,1,1,1,3,68.42,43.8,45.51,70.79,46.06,58.05,67.65,35,63,26,52,-24.62
1,1984,3,4,1,1,3,1,1,2,2,1,3,3,56.13,56.07,48.14,51.12,64.81,54.5,58.36,27,65,42,53,-0.06
1,1985,3,2,2,1,1,1,1,1,3,4,1,3,76.62,43.8,53.39,73.6,46.06,68.69,70.74,24,68,58,46,-32.82
2,1988,2,2,1,2,9,5,1,2,1,1,5,3,52.03,43.8,66.51,65.17,64.81,47.41,52.17,33,32,24,93,-8.23
1,1989,2,1,3,1,3,3,1,1,3,2,4,2,41.78,49.94,48.14,51.12,46.06,50.96,49.07,25,57,35,59,8.16
2,1987,2,3,2,1,5,3,1,1,2,4,4,2,45.88,49.94,45.51,48.31,46.06,47.41,39.78,33,55,34,69,4.06
1,1989,2,1,4,1,5,5,1,2,3,2,5,2,35.64,43.8,50.76,45.51,42.94,47.41,45.98,35,42,29,71,8.16
2,1989,2,3,1,1,5,5,1,1,4,4,4,1,37.68,43.8,48.14,39.89,39.81,40.32,45.98,27,50,42,55,6.12
1,1986,3,4,1,5,2,3,1,1,3,4,3,3,54.08,43.8,61.26,48.31,64.81,50.96,52.17,30,48,27,71,-10.28
1,1989,2,3,3,1,7,7,1,1,4,3,3,1,62.27,86.75,69.13,53.93,49.19,68.69,49.07,19,63,49,45,24.48
1,1988,2,4,2,1,3,1,1,2,4,4,5,2,43.83,43.8,45.51,62.36,46.06,40.32,58.36,26,61,59,65,-0.03
1,1989,2,2,3,1,3,5,1,1,3,2,3,2,45.88,43.8,56.01,51.12,58.56,50.96,49.07,27,60,37,57,-2.08
2,1989,2,3,2,1,2,3,1,4,4,4,4,3,35.64,49.94,50.76,45.51,46.06,47.41,45.98,27,49,48,56,14.3
1,1989,2,2,6,1,9,9,1,1,2,3,5,3,54.08,62.21,58.64,65.17,52.31,61.6,73.84,27,56,50,57,8.13
1,1987,3,3,5,1,10,9,1,1,3,1,3,3,56.13,56.07,53.39,51.12,52.31,61.6,45.98,28,55,50,58,-0.06
1,1987,2,1,5,1,5,5,1,2,3,1,2,2,52.03,62.21,63.88,59.55,55.44,61.6,58.36,27,55,44,67,10.18
2,1988,2,1,2,1,9,9,1,2,4,2,3,3,54.08,43.8,50.76,53.93,52.31,61.6,52.17,28,57,50,55,-10.28
1,1986,3,2,1,1,5,5,1,1,3,1,3,3,68.42,49.94,53.39,62.36,61.69,61.6,61.46,28,63,58,55,-18.48
1,1987,2,3,3,1,6,5,1,2,3,2,4,2,47.93,56.07,56.01,51.12,55.44,54.5,49.07,27,52,54,58,8.14
1,1985,3,2,2,1,5,1,1,1,4,2,4,2,41.78,49.94,40.26,42.7,49.19,43.87,49.07,31,51,35,59,8.16
2,1989,2,1,3,1,5,9,1,1,4,1,1,4,47.93,43.8,56.01,53.93,46.06,50.96,64.55,33,53,25,71,-4.13
1,1987,2,3,2,1,5,5,1,1,2,1,3,3,66.37,80.61,61.26,59.55,46.06,50.96,64.55,27,59,47,54,14.24
2,1989,2,4,6,1,5,5,1,1,3,4,3,2,66.37,49.94,42.89,45.51,42.94,58.05,42.88,25,53,51,57,-16.43
2,1988,2,2,5,2,5,3,1,1,3,4,3,1,41.78,43.8,42.89,39.89,36.69,43.87,42.88,26,58,44,51,2.02
1,1988,2,2,1,1,5,5,1,2,3,4,3,3,58.18,49.94,45.51,53.93,49.19,58.05,49.07,28,43,29,61,-8.24
2,1989,2,1,2,1,9,5,1,1,2,1,3,2,49.98,43.8,45.51,51.12,42.94,47.41,45.98,27,44,31,83,-6.18
1,1989,2,2,3,1,5,5,1,1,3,2,3,2,35.64,43.8,37.64,37.08,36.69,40.32,33.59,26,53,50,51,8.16
2,1986,3,3,2,1,9,5,1,1,2,2,3,2,52.03,43.8,58.64,62.36,39.81,50.96,49.07,26,55,39,49,-8.23
2,1985,3,2,1,1,5,5,1,1,2,3,4,2,37.68,43.8,40.26,39.89,46.06,47.41,49.07,26,56,30,59,6.12
1,1989,2,5,3,1,5,5,1,6,2,1,3,3,58.18,62.21,63.88,70.79,67.94,65.14,73.84,30,59,52,60,4.03
2,1988,2,5,2,1,1,2,1,1,4,4,4,3,39.73,43.8,45.51,56.74,49.19,43.87,39.78,26,57,47,58,4.07
2,1988,2,2,6,1,4,5,1,2,2,1,3,2,62.27,49.94,56.01,45.51,67.94,47.41,42.88,37,53,41,79,-12.33
1,1987,2,4,6,1,5,5,1,2,2,4,5,4,35.64,43.8,37.64,37.08,36.69,40.32,33.59,26,53,50,51,8.16
1,1989,2,2,5,1,11,9,1,1,2,1,3,1,56.13,43.8,45.51,42.7,39.81,43.87,36.69,27,48,50,50,-12.33
2,1987,2,3,2,1,3,1,1,1,3,4,4,1,47.93,43.8,45.51,45.51,46.06,47.41,45.98,28,50,38,62,-4.13
1,1989,2,2,3,1,9,10,1,1,3,1,4,1,45.88,43.8,42.89,45.51,42.94,58.05,42.88,31,39,38,82,-2.08
2,1986,3,2,3,1,7,5,1,1,2,3,3,1,45.88,43.8,37.64,45.51,55.44,50.96,36.69,33,62,50,64,-2.08
2,1989,2,3,6,1,9,5,1,1,4,1,5,1,35.64,43.8,37.64,39.89,39.81,40.32,39.78,29,52,50,51,8.16
1,1987,3,3,3,1,5,5,1,1,3,4,3,4,52.03,56.07,45.51,59.55,49.19,58.05,67.65,30,46,36,69,4.04
2,1986,3,3,3,1,9,5,1,5,3,2,3,2,43.83,49.94,45.51,48.31,46.06,43.87,49.07,28,52,31,71,6.11
1,1988,2,3,2,1,9,5,1,1,3,1,3,1,54.08,49.94,37.64,42.7,58.56,47.41,49.07,32,46,35,77,-4.14
1,1987,2,2,5,1,5,5,1,1,3,2,3,4,78.67,49.94,53.39,76.4,61.69,58.05,58.36,31,47,32,76,-28.73
1,1987,3,3,2,1,5,5,1,1,2,4,3,3,52.03,43.8,56.01,48.31,55.44,43.87,45.98,30,57,45,51,-8.23
1,1987,2,4,5,1,9,5,1,1,3,4,3,3,58.18,43.8,50.76,42.7,42.94,47.41,45.98,25,59,40,56,-14.38
1,1986,3,4,3,2,5,5,1,2,3,2,3,3,39.73,43.8,40.26,51.12,71.06,54.5,39.78,24,52,56,55,4.07
1,1987,2,1,4,1,9,9,1,2,2,1,3,2,45.88,43.8,40.26,39.89,42.94,47.41,61.46,38,32,24,80,-2.08
1,1987,2,4,4,1,5,9,1,2,3,4,2,2,56.13,62.21,48.14,53.93,46.06,61.6,55.26,28,55,50,56,6.08
1,1987,2,3,5,1,9,9,1,1,3,2,3,2,41.78,43.8,42.89,56.74,49.19,50.96,42.88,31,59,26,58,2.02
1,1989,2,3,6,1,5,5,1,1,4,3,3,2,49.98,49.94,45.51,45.51,49.19,50.96,36.69,26,51,54,58,-0.04
2,1989,2,3,2,1,5,5,1,1,3,1,3,3,56.13,49.94,40.26,51.12,55.44,50.96,45.98,29,57,45,50,-6.19
1,1988,2,4,1,2,5,5,1,2,4,4,1,1,45.88,43.8,37.64,37.08,52.31,72.23,42.88,27,53,48,53,-2.08
2,1989,2,4,3,1,5,5,1,1,3,2,4,4,78.67,74.48,56.01,70.79,80.44,50.96,76.93,35,46,39,58,-4.19
1,1989,2,2,4,1,5,5,1,1,3,4,4,2,41.78,43.8,37.64,39.89,42.94,40.32,42.88,30,31,36,82,2.02
1,1985,3,4,4,1,5,3,1,1,2,4,2,3,54.08,43.8,40.26,53.93,49.19,58.05,55.26,27,59,46,62,-10.28
2,1986,3,2,1,1,1,5,1,3,2,1,2,2,43.83,43.8,37.64,48.31,52.31,40.32,55.26,27,56,38,52,-0.03
2,1984,3,2,3,1,9,7,1,1,3,2,3,2,45.88,49.94,45.51,48.31,61.69,68.69,55.26,29,48,29,75,4.06
1,1987,2,3,3,2,9,5,1,1,3,1,3,1,78.67,49.94,84.88,87.64,58.56,82.87,80.03,24,51,50,51,-28.73
2,1986,3,4,1,1,5,3,1,1,2,2,4,1,35.64,43.8,40.26,37.08,36.69,40.32,45.98,26,53,38,51,8.16
2,1986,3,1,2,1,1,1,1,2,3,4,4,2,47.93,49.94,53.39,51.12,49.19,54.5,45.98,27,54,56,49,2.01
1,1986,3,4,3,1,5,9,1,1,4,4,1,4,68.42,49.94,61.26,65.17,80.44,43.87,70.74,34,55,46,49,-18.48
